year,Country,Count
1935,UK,0
1935,US,1
1935,Barbados,0
1935,Canada,0
1935,Australia,0
1935,Ireland,0
1935,Sweden,0
1935,Trinidad-Tobago,0
1935,Japan,0
1935,Spain,0
1935,Colombia,0
1935,France,0
1935,Jamaica,0
1936,UK,0
1936,US,1
1936,Barbados,0
1936,Canada,0
1936,Australia,0
1936,Ireland,0
1936,Sweden,0
1936,Trinidad-Tobago,0
1936,Japan,0
1936,Spain,0
1936,Colombia,0
1936,France,0
1936,Jamaica,0
1937,UK,0
1937,US,1
1937,Barbados,0
1937,Canada,0
1937,Australia,0
1937,Ireland,0
1937,Sweden,0
1937,Trinidad-Tobago,0
1937,Japan,0
1937,Spain,0
1937,Colombia,0
1937,France,0
1937,Jamaica,0
1938,UK,0
1938,US,1
1938,Barbados,0
1938,Canada,0
1938,Australia,0
1938,Ireland,0
1938,Sweden,0
1938,Trinidad-Tobago,0
1938,Japan,0
1938,Spain,0
1938,Colombia,0
1938,France,0
1938,Jamaica,0
1939,UK,0
1939,US,1
1939,Barbados,0
1939,Canada,0
1939,Australia,0
1939,Ireland,0
1939,Sweden,0
1939,Trinidad-Tobago,0
1939,Japan,0
1939,Spain,0
1939,Colombia,0
1939,France,0
1939,Jamaica,0
1940,UK,0
1940,US,1
1940,Barbados,0
1940,Canada,0
1940,Australia,0
1940,Ireland,0
1940,Sweden,0
1940,Trinidad-Tobago,0
1940,Japan,0
1940,Spain,0
1940,Colombia,0
1940,France,0
1940,Jamaica,0
1941,UK,0
1941,US,1
1941,Barbados,0
1941,Canada,0
1941,Australia,0
1941,Ireland,0
1941,Sweden,0
1941,Trinidad-Tobago,0
1941,Japan,0
1941,Spain,0
1941,Colombia,0
1941,France,0
1941,Jamaica,0
1942,UK,0
1942,US,1
1942,Barbados,0
1942,Canada,0
1942,Australia,0
1942,Ireland,0
1942,Sweden,0
1942,Trinidad-Tobago,0
1942,Japan,0
1942,Spain,0
1942,Colombia,0
1942,France,0
1942,Jamaica,0
1943,UK,0
1943,US,1
1943,Barbados,0
1943,Canada,0
1943,Australia,0
1943,Ireland,0
1943,Sweden,0
1943,Trinidad-Tobago,0
1943,Japan,0
1943,Spain,0
1943,Colombia,0
1943,France,0
1943,Jamaica,0
1944,UK,0
1944,US,1
1944,Barbados,0
1944,Canada,0
1944,Australia,0
1944,Ireland,0
1944,Sweden,0
1944,Trinidad-Tobago,0
1944,Japan,0
1944,Spain,0
1944,Colombia,0
1944,France,0
1944,Jamaica,0
1945,UK,0
1945,US,1
1945,Barbados,0
1945,Canada,0
1945,Australia,0
1945,Ireland,0
1945,Sweden,0
1945,Trinidad-Tobago,0
1945,Japan,0
1945,Spain,0
1945,Colombia,0
1945,France,0
1945,Jamaica,0
1946,UK,0
1946,US,1
1946,Barbados,0
1946,Canada,0
1946,Australia,0
1946,Ireland,0
1946,Sweden,0
1946,Trinidad-Tobago,0
1946,Japan,0
1946,Spain,0
1946,Colombia,0
1946,France,0
1946,Jamaica,0
1947,UK,0
1947,US,1
1947,Barbados,0
1947,Canada,0
1947,Australia,0
1947,Ireland,0
1947,Sweden,0
1947,Trinidad-Tobago,0
1947,Japan,0
1947,Spain,0
1947,Colombia,0
1947,France,0
1947,Jamaica,0
1948,UK,0
1948,US,1
1948,Barbados,0
1948,Canada,0
1948,Australia,0
1948,Ireland,0
1948,Sweden,0
1948,Trinidad-Tobago,0
1948,Japan,0
1948,Spain,0
1948,Colombia,0
1948,France,0
1948,Jamaica,0
1949,UK,0
1949,US,1
1949,Barbados,0
1949,Canada,0
1949,Australia,0
1949,Ireland,0
1949,Sweden,0
1949,Trinidad-Tobago,0
1949,Japan,0
1949,Spain,0
1949,Colombia,0
1949,France,0
1949,Jamaica,0
1950,UK,0
1950,US,1
1950,Barbados,0
1950,Canada,0
1950,Australia,0
1950,Ireland,0
1950,Sweden,0
1950,Trinidad-Tobago,0
1950,Japan,0
1950,Spain,0
1950,Colombia,0
1950,France,0
1950,Jamaica,0
1951,UK,0
1951,US,1
1951,Barbados,0
1951,Canada,0
1951,Australia,0
1951,Ireland,0
1951,Sweden,0
1951,Trinidad-Tobago,0
1951,Japan,0
1951,Spain,0
1951,Colombia,0
1951,France,0
1951,Jamaica,0
1952,UK,0
1952,US,1
1952,Barbados,0
1952,Canada,0
1952,Australia,0
1952,Ireland,0
1952,Sweden,0
1952,Trinidad-Tobago,0
1952,Japan,0
1952,Spain,0
1952,Colombia,0
1952,France,0
1952,Jamaica,0
1953,UK,0
1953,US,1
1953,Barbados,0
1953,Canada,0
1953,Australia,0
1953,Ireland,0
1953,Sweden,0
1953,Trinidad-Tobago,0
1953,Japan,0
1953,Spain,0
1953,Colombia,0
1953,France,0
1953,Jamaica,0
1954,UK,0
1954,US,3
1954,Barbados,0
1954,Canada,0
1954,Australia,0
1954,Ireland,0
1954,Sweden,0
1954,Trinidad-Tobago,0
1954,Japan,0
1954,Spain,0
1954,Colombia,0
1954,France,0
1954,Jamaica,0
1955,UK,0
1955,US,3
1955,Barbados,0
1955,Canada,0
1955,Australia,0
1955,Ireland,0
1955,Sweden,0
1955,Trinidad-Tobago,0
1955,Japan,0
1955,Spain,0
1955,Colombia,0
1955,France,0
1955,Jamaica,0
1956,UK,0
1956,US,5
1956,Barbados,0
1956,Canada,0
1956,Australia,0
1956,Ireland,0
1956,Sweden,0
1956,Trinidad-Tobago,0
1956,Japan,0
1956,Spain,0
1956,Colombia,0
1956,France,0
1956,Jamaica,0
1957,UK,0
1957,US,5
1957,Barbados,0
1957,Canada,0
1957,Australia,0
1957,Ireland,0
1957,Sweden,0
1957,Trinidad-Tobago,0
1957,Japan,0
1957,Spain,0
1957,Colombia,0
1957,France,1
1957,Jamaica,0
1958,UK,0
1958,US,7
1958,Barbados,0
1958,Canada,0
1958,Australia,0
1958,Ireland,0
1958,Sweden,0
1958,Trinidad-Tobago,0
1958,Japan,0
1958,Spain,0
1958,Colombia,0
1958,France,1
1958,Jamaica,0
1959,UK,0
1959,US,8
1959,Barbados,0
1959,Canada,0
1959,Australia,0
1959,Ireland,0
1959,Sweden,0
1959,Trinidad-Tobago,0
1959,Japan,0
1959,Spain,0
1959,Colombia,0
1959,France,1
1959,Jamaica,0
1960,UK,2
1960,US,9
1960,Barbados,0
1960,Canada,0
1960,Australia,0
1960,Ireland,0
1960,Sweden,0
1960,Trinidad-Tobago,0
1960,Japan,0
1960,Spain,0
1960,Colombia,0
1960,France,1
1960,Jamaica,0
1961,UK,2
1961,US,12
1961,Barbados,0
1961,Canada,0
1961,Australia,0
1961,Ireland,0
1961,Sweden,0
1961,Trinidad-Tobago,0
1961,Japan,0
1961,Spain,0
1961,Colombia,0
1961,France,1
1961,Jamaica,0
1962,UK,5
1962,US,12
1962,Barbados,0
1962,Canada,0
1962,Australia,0
1962,Ireland,0
1962,Sweden,0
1962,Trinidad-Tobago,0
1962,Japan,0
1962,Spain,0
1962,Colombia,0
1962,France,1
1962,Jamaica,1
1963,UK,6
1963,US,12
1963,Barbados,0
1963,Canada,0
1963,Australia,1
1963,Ireland,0
1963,Sweden,0
1963,Trinidad-Tobago,0
1963,Japan,0
1963,Spain,0
1963,Colombia,0
1963,France,1
1963,Jamaica,1
1964,UK,8
1964,US,15
1964,Barbados,0
1964,Canada,0
1964,Australia,1
1964,Ireland,0
1964,Sweden,0
1964,Trinidad-Tobago,0
1964,Japan,0
1964,Spain,0
1964,Colombia,0
1964,France,1
1964,Jamaica,1
1965,UK,9
1965,US,16
1965,Barbados,0
1965,Canada,0
1965,Australia,1
1965,Ireland,0
1965,Sweden,0
1965,Trinidad-Tobago,0
1965,Japan,0
1965,Spain,0
1965,Colombia,0
1965,France,1
1965,Jamaica,1
1966,UK,9
1966,US,18
1966,Barbados,0
1966,Canada,0
1966,Australia,2
1966,Ireland,0
1966,Sweden,0
1966,Trinidad-Tobago,0
1966,Japan,0
1966,Spain,0
1966,Colombia,0
1966,France,1
1966,Jamaica,1
1967,UK,11
1967,US,21
1967,Barbados,0
1967,Canada,0
1967,Australia,2
1967,Ireland,0
1967,Sweden,0
1967,Trinidad-Tobago,0
1967,Japan,0
1967,Spain,0
1967,Colombia,0
1967,France,1
1967,Jamaica,1
1968,UK,12
1968,US,25
1968,Barbados,0
1968,Canada,0
1968,Australia,2
1968,Ireland,0
1968,Sweden,0
1968,Trinidad-Tobago,0
1968,Japan,0
1968,Spain,1
1968,Colombia,0
1968,France,1
1968,Jamaica,1
1969,UK,12
1969,US,27
1969,Barbados,0
1969,Canada,0
1969,Australia,2
1969,Ireland,0
1969,Sweden,0
1969,Trinidad-Tobago,0
1969,Japan,0
1969,Spain,1
1969,Colombia,0
1969,France,1
1969,Jamaica,1
1970,UK,12
1970,US,28
1970,Barbados,0
1970,Canada,0
1970,Australia,2
1970,Ireland,0
1970,Sweden,0
1970,Trinidad-Tobago,0
1970,Japan,0
1970,Spain,1
1970,Colombia,0
1970,France,1
1970,Jamaica,1
1971,UK,12
1971,US,29
1971,Barbados,0
1971,Canada,0
1971,Australia,2
1971,Ireland,0
1971,Sweden,0
1971,Trinidad-Tobago,0
1971,Japan,0
1971,Spain,1
1971,Colombia,0
1971,France,1
1971,Jamaica,1
1972,UK,12
1972,US,32
1972,Barbados,0
1972,Canada,0
1972,Australia,2
1972,Ireland,0
1972,Sweden,1
1972,Trinidad-Tobago,0
1972,Japan,0
1972,Spain,1
1972,Colombia,0
1972,France,1
1972,Jamaica,1
1973,UK,12
1973,US,34
1973,Barbados,0
1973,Canada,0
1973,Australia,3
1973,Ireland,0
1973,Sweden,1
1973,Trinidad-Tobago,0
1973,Japan,0
1973,Spain,1
1973,Colombia,0
1973,France,1
1973,Jamaica,1
1974,UK,12
1974,US,33
1974,Barbados,0
1974,Canada,0
1974,Australia,3
1974,Ireland,0
1974,Sweden,1
1974,Trinidad-Tobago,0
1974,Japan,0
1974,Spain,1
1974,Colombia,0
1974,France,1
1974,Jamaica,1
1975,UK,12
1975,US,34
1975,Barbados,0
1975,Canada,0
1975,Australia,3
1975,Ireland,0
1975,Sweden,1
1975,Trinidad-Tobago,0
1975,Japan,0
1975,Spain,1
1975,Colombia,0
1975,France,1
1975,Jamaica,1
1976,UK,13
1976,US,37
1976,Barbados,0
1976,Canada,0
1976,Australia,3
1976,Ireland,1
1976,Sweden,1
1976,Trinidad-Tobago,0
1976,Japan,0
1976,Spain,1
1976,Colombia,0
1976,France,1
1976,Jamaica,1
1977,UK,16
1977,US,38
1977,Barbados,0
1977,Canada,0
1977,Australia,3
1977,Ireland,1
1977,Sweden,1
1977,Trinidad-Tobago,0
1977,Japan,0
1977,Spain,1
1977,Colombia,0
1977,France,1
1977,Jamaica,1
1978,UK,16
1978,US,38
1978,Barbados,0
1978,Canada,0
1978,Australia,3
1978,Ireland,1
1978,Sweden,1
1978,Trinidad-Tobago,0
1978,Japan,0
1978,Spain,1
1978,Colombia,0
1978,France,1
1978,Jamaica,1
1979,UK,16
1979,US,39
1979,Barbados,0
1979,Canada,1
1979,Australia,3
1979,Ireland,1
1979,Sweden,1
1979,Trinidad-Tobago,0
1979,Japan,0
1979,Spain,1
1979,Colombia,0
1979,France,1
1979,Jamaica,1
1980,UK,17
1980,US,40
1980,Barbados,0
1980,Canada,1
1980,Australia,3
1980,Ireland,1
1980,Sweden,1
1980,Trinidad-Tobago,0
1980,Japan,0
1980,Spain,1
1980,Colombia,0
1980,France,1
1980,Jamaica,1
1981,UK,17
1981,US,42
1981,Barbados,0
1981,Canada,2
1981,Australia,3
1981,Ireland,1
1981,Sweden,1
1981,Trinidad-Tobago,0
1981,Japan,0
1981,Spain,1
1981,Colombia,0
1981,France,1
1981,Jamaica,1
1982,UK,17
1982,US,44
1982,Barbados,0
1982,Canada,2
1982,Australia,3
1982,Ireland,2
1982,Sweden,1
1982,Trinidad-Tobago,0
1982,Japan,0
1982,Spain,1
1982,Colombia,0
1982,France,1
1982,Jamaica,0
1983,UK,17
1983,US,46
1983,Barbados,0
1983,Canada,2
1983,Australia,3
1983,Ireland,2
1983,Sweden,1
1983,Trinidad-Tobago,0
1983,Japan,0
1983,Spain,1
1983,Colombia,0
1983,France,1
1983,Jamaica,0
1984,UK,17
1984,US,45
1984,Barbados,0
1984,Canada,2
1984,Australia,3
1984,Ireland,2
1984,Sweden,1
1984,Trinidad-Tobago,0
1984,Japan,0
1984,Spain,1
1984,Colombia,0
1984,France,1
1984,Jamaica,0
1985,UK,17
1985,US,46
1985,Barbados,0
1985,Canada,2
1985,Australia,3
1985,Ireland,2
1985,Sweden,1
1985,Trinidad-Tobago,0
1985,Japan,0
1985,Spain,1
1985,Colombia,0
1985,France,1
1985,Jamaica,0
1986,UK,17
1986,US,46
1986,Barbados,0
1986,Canada,2
1986,Australia,3
1986,Ireland,2
1986,Sweden,1
1986,Trinidad-Tobago,0
1986,Japan,0
1986,Spain,1
1986,Colombia,0
1986,France,1
1986,Jamaica,0
1987,UK,16
1987,US,48
1987,Barbados,0
1987,Canada,2
1987,Australia,3
1987,Ireland,2
1987,Sweden,1
1987,Trinidad-Tobago,0
1987,Japan,0
1987,Spain,1
1987,Colombia,0
1987,France,1
1987,Jamaica,0
1988,UK,16
1988,US,49
1988,Barbados,0
1988,Canada,2
1988,Australia,3
1988,Ireland,2
1988,Sweden,1
1988,Trinidad-Tobago,0
1988,Japan,1
1988,Spain,1
1988,Colombia,1
1988,France,1
1988,Jamaica,0
1989,UK,16
1989,US,51
1989,Barbados,0
1989,Canada,2
1989,Australia,3
1989,Ireland,2
1989,Sweden,1
1989,Trinidad-Tobago,0
1989,Japan,1
1989,Spain,1
1989,Colombia,1
1989,France,1
1989,Jamaica,0
1990,UK,17
1990,US,52
1990,Barbados,0
1990,Canada,2
1990,Australia,3
1990,Ireland,2
1990,Sweden,1
1990,Trinidad-Tobago,0
1990,Japan,1
1990,Spain,1
1990,Colombia,1
1990,France,1
1990,Jamaica,0
1991,UK,17
1991,US,54
1991,Barbados,0
1991,Canada,2
1991,Australia,3
1991,Ireland,2
1991,Sweden,1
1991,Trinidad-Tobago,0
1991,Japan,1
1991,Spain,1
1991,Colombia,1
1991,France,1
1991,Jamaica,0
1992,UK,17
1992,US,55
1992,Barbados,0
1992,Canada,2
1992,Australia,3
1992,Ireland,2
1992,Sweden,1
1992,Trinidad-Tobago,0
1992,Japan,1
1992,Spain,1
1992,Colombia,1
1992,France,1
1992,Jamaica,0
1993,UK,17
1993,US,57
1993,Barbados,0
1993,Canada,3
1993,Australia,3
1993,Ireland,2
1993,Sweden,1
1993,Trinidad-Tobago,0
1993,Japan,1
1993,Spain,1
1993,Colombia,1
1993,France,1
1993,Jamaica,0
1994,UK,17
1994,US,58
1994,Barbados,0
1994,Canada,3
1994,Australia,3
1994,Ireland,2
1994,Sweden,1
1994,Trinidad-Tobago,0
1994,Japan,1
1994,Spain,1
1994,Colombia,1
1994,France,1
1994,Jamaica,0
1995,UK,17
1995,US,59
1995,Barbados,0
1995,Canada,3
1995,Australia,3
1995,Ireland,2
1995,Sweden,1
1995,Trinidad-Tobago,0
1995,Japan,1
1995,Spain,1
1995,Colombia,1
1995,France,1
1995,Jamaica,0
1996,UK,17
1996,US,64
1996,Barbados,0
1996,Canada,3
1996,Australia,3
1996,Ireland,2
1996,Sweden,1
1996,Trinidad-Tobago,0
1996,Japan,1
1996,Spain,1
1996,Colombia,1
1996,France,1
1996,Jamaica,0
1997,UK,17
1997,US,64
1997,Barbados,0
1997,Canada,3
1997,Australia,3
1997,Ireland,2
1997,Sweden,1
1997,Trinidad-Tobago,0
1997,Japan,1
1997,Spain,1
1997,Colombia,1
1997,France,1
1997,Jamaica,0
1998,UK,17
1998,US,65
1998,Barbados,0
1998,Canada,3
1998,Australia,3
1998,Ireland,2
1998,Sweden,1
1998,Trinidad-Tobago,0
1998,Japan,2
1998,Spain,1
1998,Colombia,1
1998,France,1
1998,Jamaica,0
1999,UK,17
1999,US,65
1999,Barbados,0
1999,Canada,3
1999,Australia,3
1999,Ireland,2
1999,Sweden,1
1999,Trinidad-Tobago,0
1999,Japan,2
1999,Spain,1
1999,Colombia,1
1999,France,1
1999,Jamaica,0
2000,UK,16
2000,US,65
2000,Barbados,0
2000,Canada,3
2000,Australia,3
2000,Ireland,2
2000,Sweden,1
2000,Trinidad-Tobago,0
2000,Japan,2
2000,Spain,1
2000,Colombia,1
2000,France,1
2000,Jamaica,0
2001,UK,16
2001,US,67
2001,Barbados,0
2001,Canada,4
2001,Australia,3
2001,Ireland,2
2001,Sweden,1
2001,Trinidad-Tobago,0
2001,Japan,2
2001,Spain,1
2001,Colombia,1
2001,France,1
2001,Jamaica,0
2002,UK,16
2002,US,67
2002,Barbados,0
2002,Canada,4
2002,Australia,3
2002,Ireland,2
2002,Sweden,1
2002,Trinidad-Tobago,0
2002,Japan,2
2002,Spain,1
2002,Colombia,1
2002,France,1
2002,Jamaica,0
2003,UK,16
2003,US,67
2003,Barbados,0
2003,Canada,4
2003,Australia,3
2003,Ireland,2
2003,Sweden,1
2003,Trinidad-Tobago,0
2003,Japan,2
2003,Spain,1
2003,Colombia,1
2003,France,1
2003,Jamaica,0
2004,UK,16
2004,US,67
2004,Barbados,0
2004,Canada,4
2004,Australia,2
2004,Ireland,2
2004,Sweden,1
2004,Trinidad-Tobago,0
2004,Japan,2
2004,Spain,1
2004,Colombia,1
2004,France,1
2004,Jamaica,0
2005,UK,16
2005,US,68
2005,Barbados,1
2005,Canada,4
2005,Australia,2
2005,Ireland,2
2005,Sweden,1
2005,Trinidad-Tobago,0
2005,Japan,2
2005,Spain,1
2005,Colombia,1
2005,France,1
2005,Jamaica,0
2006,UK,17
2006,US,69
2006,Barbados,1
2006,Canada,4
2006,Australia,2
2006,Ireland,2
2006,Sweden,1
2006,Trinidad-Tobago,0
2006,Japan,2
2006,Spain,1
2006,Colombia,1
2006,France,1
2006,Jamaica,0
2007,UK,17
2007,US,70
2007,Barbados,1
2007,Canada,4
2007,Australia,2
2007,Ireland,2
2007,Sweden,1
2007,Trinidad-Tobago,0
2007,Japan,2
2007,Spain,1
2007,Colombia,1
2007,France,1
2007,Jamaica,0
2008,UK,17
2008,US,73
2008,Barbados,1
2008,Canada,5
2008,Australia,2
2008,Ireland,2
2008,Sweden,1
2008,Trinidad-Tobago,1
2008,Japan,2
2008,Spain,1
2008,Colombia,1
2008,France,1
2008,Jamaica,0
2009,UK,17
2009,US,73
2009,Barbados,1
2009,Canada,5
2009,Australia,2
2009,Ireland,2
2009,Sweden,1
2009,Trinidad-Tobago,1
2009,Japan,2
2009,Spain,1
2009,Colombia,1
2009,France,1
2009,Jamaica,0
2010,UK,17
2010,US,71
2010,Barbados,1
2010,Canada,6
2010,Australia,2
2010,Ireland,2
2010,Sweden,1
2010,Trinidad-Tobago,1
2010,Japan,2
2010,Spain,1
2010,Colombia,1
2010,France,1
2010,Jamaica,0
2011,UK,17
2011,US,71
2011,Barbados,1
2011,Canada,6
2011,Australia,2
2011,Ireland,2
2011,Sweden,1
2011,Trinidad-Tobago,1
2011,Japan,2
2011,Spain,1
2011,Colombia,1
2011,France,1
2011,Jamaica,0
2012,UK,17
2012,US,69
2012,Barbados,1
2012,Canada,6
2012,Australia,2
2012,Ireland,2
2012,Sweden,1
2012,Trinidad-Tobago,1
2012,Japan,2
2012,Spain,1
2012,Colombia,1
2012,France,1
2012,Jamaica,0
2013,UK,17
2013,US,68
2013,Barbados,1
2013,Canada,6
2013,Australia,2
2013,Ireland,2
2013,Sweden,1
2013,Trinidad-Tobago,1
2013,Japan,2
2013,Spain,1
2013,Colombia,1
2013,France,1
2013,Jamaica,0
2014,UK,17
2014,US,68
2014,Barbados,1
2014,Canada,6
2014,Australia,2
2014,Ireland,2
2014,Sweden,1
2014,Trinidad-Tobago,1
2014,Japan,2
2014,Spain,1
2014,Colombia,1
2014,France,1
2014,Jamaica,0
2015,UK,16
2015,US,68
2015,Barbados,1
2015,Canada,6
2015,Australia,2
2015,Ireland,2
2015,Sweden,1
2015,Trinidad-Tobago,1
2015,Japan,2
2015,Spain,1
2015,Colombia,1
2015,France,1
2015,Jamaica,0
2016,UK,16
2016,US,68
2016,Barbados,1
2016,Canada,6
2016,Australia,2
2016,Ireland,2
2016,Sweden,1
2016,Trinidad-Tobago,1
2016,Japan,2
2016,Spain,1
2016,Colombia,1
2016,France,1
2016,Jamaica,0
2017,UK,14
2017,US,67
2017,Barbados,1
2017,Canada,6
2017,Australia,2
2017,Ireland,2
2017,Sweden,1
2017,Trinidad-Tobago,1
2017,Japan,2
2017,Spain,1
2017,Colombia,1
2017,France,1
2017,Jamaica,0
2018,UK,14
2018,US,66
2018,Barbados,1
2018,Canada,6
2018,Australia,2
2018,Ireland,2
2018,Sweden,1
2018,Trinidad-Tobago,1
2018,Japan,2
2018,Spain,1
2018,Colombia,1
2018,France,0
2018,Jamaica,0
2019,UK,14
2019,US,65
2019,Barbados,1
2019,Canada,6
2019,Australia,2
2019,Ireland,2
2019,Sweden,1
2019,Trinidad-Tobago,1
2019,Japan,2
2019,Spain,1
2019,Colombia,1
2019,France,0
2019,Jamaica,0
2020,UK,14
2020,US,64
2020,Barbados,1
2020,Canada,6
2020,Australia,2
2020,Ireland,2
2020,Sweden,1
2020,Trinidad-Tobago,1
2020,Japan,2
2020,Spain,1
2020,Colombia,1
2020,France,0
2020,Jamaica,0
2021,UK,14
2021,US,62
2021,Barbados,1
2021,Canada,6
2021,Australia,2
2021,Ireland,2
2021,Sweden,1
2021,Trinidad-Tobago,1
2021,Japan,2
2021,Spain,1
2021,Colombia,1
2021,France,0
2021,Jamaica,0
2022,UK,14
2022,US,62
2022,Barbados,1
2022,Canada,6
2022,Australia,2
2022,Ireland,2
2022,Sweden,1
2022,Trinidad-Tobago,1
2022,Japan,2
2022,Spain,1
2022,Colombia,1
2022,France,0
2022,Jamaica,0
